// Adapted from:
// http://wiki.uqm.stack.nl/List_of_planets
// and
// http://wiki.uqm.stack.nl/script/images/9/9c/PlanetDatabase.zip
//
// Data compiled by Scott A. Colcord (Elestan on http://forum.uqm.stack.nl)
// and published 2011/06/29.
//
// The order of starsystems in this document
// appears to match that in plandata.c.
//
// 0, 	1,   2,3,4,      5,        6,       7,    8,     9,   10,    11,       12,     13,     14,       15,      16,      17,       18,  19,       20,     21,    22,     23,  24, 25,        26,        27
Cluster,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
,,,,,,,,V,Gas Giant,10,1,8,8,,,0,0,3.0,14,20,1455,291,1302,137,65535,-1,6184
,,,,,,,,V-a,Treasure,7,,2,7,,,1416,236,1.4,25,191,36,68,557,150,75,-140,
,,,,,,,,V-b,Acid,,2,,,,,327,327,0.7,0,99,,35,603,278,85,,
,,,,,,,,V-c,Urea,9,7,6,8,,,45,45,0.4,-17,63,30,18,1252,266,2992,-540,
,,,,,,,,V-d,Acid,6,4,2,6,,,85,85,0.5,13,97,26,25,546,282,95,-140,
Sagittae,,025.0,568.7,449.5,green,dwarf,None,I,Gas Giant,8,1,8,1,,,0,0,3.0,7,21,1477,310,-160,152,65535,-1,4448
Cephei,Beta,362.5,575.0,469.0,red,giant,Ur-Quan,,,,3,,3,,,,,1.3,-23,,306,64,131,112,,,871
,,,,,,,,I-a,Azure,7,6,6,,,50,183,61,0.4,-9,58,35,20,102,290,232,560,
,,,,,,,,I-b,Crimson,8,3,8,4,,0,336,112,0.7,-15,102,,35,160,27452,3359,160,
,,,,,,,,I-c,Super-Dense,9,7,,,,,261,87,1.3,-29,200,33,66,164,203,3266,,
,,,,,,,,II,Gas Giant,8,3,,2,,,0,0,3.0,8,20,1324,264,85,146,65535,-1,1374
,,,,,,,,II-a,Pellucid,5,,2,1,5,18,,,0.4,21,60,35,21,9,185,13,760,
,,,,,,,,II-b,Super-Dense,6,6,5,2,1,0,228,76,1.5,-4,208,36,74,88,240,267,560,
,,,,,,,,III,Magnetic,7,7,1,1,,,454,56,3.0,-29,152,106,161,-92,18900,0,-740,2687
,,,,,,,,III-a,Infrared,4,4,3,,,,63,21,0.8,14,103,37,38,,151,95,560,
,,,,,,,,IV,Ultramarine,3,1,,,,7,526,135,0.2,-44,34,30,10,-109,187,97,,3266
,,,,,,,,V,Dust,,3,2,,,0,96,32,0.4,24,61,34,20,-127,261,15,460,4151
,,,,,,,,VI,Ruby,1,1,1,,,,5750,230,1.1,16,63,88,55,-142,222,0,-740,5127
,,,,,,,,VII,Noble,,,,,,,455,122,0.2,-19,32,29,9,-150,214,,,5835
,,,,,,,,VIII,Purple,2,2,,,,,39,13,0.3,26,58,28,16,-158,252,,-940,6676
,,,,,,,,IX,Gas Giant,8,1,8,,,,0,0,2.8,6,21,676,141,-165,139,65535,-1,7583
,,,,,,,,IX-a,Purple,5,5,1,,,,321,107,0.3,,59,30,17,,283,0,-940,
,,,,,,,,IX-b,Metal,2,2,2,,,,1735,406,0.9,-12,145,31,44,,298,96,360,
Sagittae,,037.1,577.2,453.7,,dwarf,None,I,Magnetic,5,5,1,,,,295,47,2.5,-10,149,84,125,-228,221,0,-940,1700
Crateris,,610.7,578.5,614.4,yellow,,Ur-Quan,,Water,,,4,2,,18,147,49,2.1,-12,103,100,103,86,187,79,710,342
,,,,,,,,II,Selenic,3,3,1,1,,0,123,41,0.3,16,61,26,15,-134,204,0,-740,1646
,,,,,,,,III,Redux,2,2,,,,,356,178,1.6,2,97,85,82,-173,269,,-940,3166
,,,,,,,,IV,Organic,5,5,,,,,114,114,2.1,4,,110,106,-185,257,,,4121
,,,,,,,,IV-a,Noble,3,3,,,,,188,47,0.2,-6,32,29,9,,228,,,
,,,,,,,,V,Opalescent,2,2,,,,,248,74,0.3,10,59,25,14,-195,162,,,5139
,,,,,,,,VI,Magma,8,8,,,,,201,67,2.4,11,155,77,119,-201,276,,,5994
,,,,,,,,VII,Alkali,4,4,,,,,258,86,0.5,-32,96,28,26,-203,249,11,160,6501
,,,,,,,,VIII,Gas Giant,8,2,8,,,,0,0,3.0,1,20,1430,286,-208,133,65535,-1,7410
,,,,,,,,VIII-a,Selenic,1,1,1,,,,138,46,0.4,-11,59,32,18,,170,0,-940,
Arcturus,Prime,964.5,579.1,900.7,orange,,None,I,Redux,7,,,,7,82,285,138,2.0,6,96,103,98,18,172,15,860,199
,,,,,,,,I-a,Selenic,,2,3,,,94,57,19,0.4,20,61,30,18,23,156,,,
,,,,,,,,II,Chondrite,5,5,1,,1,0,51,51,0.5,-5,105,25,26,-163,244,0,-940,1156
,,,,,,,,III,Noble,3,3,,,,,168,42,0.2,6,33,35,11,-189,224,,,1970
,,,,,,,,IV,Water,4,4,2,,,,272,74,1.5,14,103,75,77,-203,165,11,160,2851
,,,,,,,,V,Noble,3,3,1,,,,260,65,0.2,,34,27,9,-210,227,0,-940,3494
,,,,,,,,VI,Pellucid,2,2,,,,,200,8,0.5,-11,63,37,23,-221,196,,,5170
,,,,,,,,VII,Gas Giant,8,1,8,,,,0,0,2.2,30,21,533,111,-225,113,65535,-1,5978
,,,,,,,,VII-a,Urea,6,6,2,,,,38,38,0.3,-2,60,26,15,,266,98,360,
,,,,,,,,VIII,Vinylogous,2,2,1,,,,89,43,1.5,-25,98,78,76,-227,252,0,-940,6683
Orionis,Epsilon,154.5,581.8,437.2,,,Umgah,I,Carbide,4,4,,,,,163,163,0.7,9,103,33,33,-192,203,,,2155
Cephei,Alpha,375.0,583.3,481.6,green,giant,Ur-Quan,,Magnetic,9,7,,8,,,690,164,2.4,-19,150,80,120,1389,287,,-1440,519
,,,,,,,,II,Cyanic,8,2,3,,,,97,97,0.2,10,32,35,11,971,177,99,-140,1592
,,,,,,,,III,Fluorescent,,4,,,,,1241,234,2.9,19,149,99,147,831,201,98,,2019
,,,,,,,,III-a,Chondrite,,7,1,7,,,112,112,0.7,-37,104,32,33,566,221,0,-1440,
,,,,,,,,III-b,Ultramarine,9,1,7,8,,,528,121,0.2,-19,34,34,11,1678,268,3550,-540,
,,,,,,,,IV,Carbide,7,4,3,7,,,77,77,0.5,0,96,25,24,742,245,76,-140,2761
,,,,,,,,V,Noble,,2,,,,,466,151,0.2,2,34,37,12,590,29915,110,-290,3524
,,,,,,,,VI,Water,8,3,5,8,,,465,155,2.0,-2,104,98,101,902,209,201,,4272
,,,,,,,,VII,Copper,7,,4,7,,,567,189,0.8,33,145,28,40,764,158,215,,5646
,,,,,,,,VIII,Gas Giant,10,2,8,8,,,0,0,3.0,-21,21,896,188,1270,127,65535,-1,6296
,,,,,,,,IX,Redux,6,3,2,6,,,444,216,1.5,12,101,75,75,422,282,97,260,6990
Crateris,Epsilon,630.1,587.5,634.6,yellow,dwarf,Kohr-Ah,I,Cyanic,7,2,3,1,7,103,64,64,0.2,-24,33,26,8,-7,286,10,560,547
,,,,,,,,II,Xenolithic,4,4,,,1,0,357,119,2.0,10,101,98,98,-93,292,13,360,984
,,,,,,,,III,Opalescent,3,3,1,,,,211,70,0.3,19,58,31,17,-156,276,0,-940,2305
,,,,,,,,IV,Primordial,8,8,2,,2,6,288,188,1.5,20,96,81,77,-199,250,92,360,5732
,,,,,,,,IV-a,Halide,3,3,1,,1,0,222,72,0.4,-12,63,33,20,,157,0,-940,
,,,,,,,,V,Cimmerian,4,4,,,,,103,103,0.8,12,144,28,40,-206,262,,,6916
Orionis,Gamma,192.3,587.8,443.1,orange,,Umgah,I,Azure,6,6,3,,,,66,22,0.4,30,59,37,21,-100,228,11,360,481
,,,,,,,,II,Green,5,5,,,,,175,35,0.7,14,99,35,34,-173,238,93,,1419
,,,,,,,,III,Ultramarine,3,1,,,,,237,59,0.2,-23,34,26,8,-209,243,78,,3419
,,,,,,,,IV,Cimmerian,4,4,1,,,,127,127,1.0,23,146,35,51,-214,223,0,-940,3996
,,,,,,,,V,Gas Giant,8,3,8,,,,0,0,1.7,-14,20,435,87,-221,154,65535,-1,5188
,,,,,,,,V-a,Radioactive,2,2,1,,,,1304,163,1.2,-9,197,30,59,,233,0,-940,
,,,,,,,,V-b,Purple,3,3,,,,,99,33,0.3,-4,59,26,15,,163,,,
,,,,,,,,VI,Magnetic,7,7,,,,,363,121,2.8,-1,154,90,138,-227,153,,,6650
Lentilis,Beta,462.5,589.5,529.2,green,,Ur-Quan,I,Organic,5,5,3,2,2,8,112,112,1.8,18,104,86,89,73,285,11,510,554
,,,,,,,,II,Iodine,6,4,2,1,6,106,135,63,1.3,-6,61,111,67,-145,171,12,360,3440
,,,,,,,,III,Gas Giant,8,2,8,,1,0,0,0,3.0,-7,20,948,189,-155,107,65535,-1,4030
,,,,,,,,III-a,Radioactive,3,3,1,,,,1288,161,1.3,-5,206,32,65,,182,0,-940,
,,,,,,,,III-b,Lanthanide,7,7,,,,,975,195,0.9,-16,154,29,44,,165,,,
,,,,,,,,III-c,Green,4,4,3,,,,240,48,0.7,13,104,35,36,,171,98,360,
,,,,,,,,III-d,Ultramarine,,3,,,,,155,38,0.2,10,32,29,9,,180,101,210,
,,,,,,,,IV,Super-Dense,6,6,,,,,78,26,1.0,22,208,25,52,-163,196,103,,4649
,,,,,,,,V,Ultraviolet,4,4,,,,,1205,252,2.7,25,156,87,135,-170,237,88,360,5310
,,,,,,,,VI,Copper,1,1,1,,,,543,181,1.0,-25,143,37,52,-177,173,11,160,6075
,,,,,,,,VII,Water,2,2,,,,,150,50,2.0,12,97,104,100,-184,15450,10,,7030
Sagittae,Gamma,015.2,590.0,472.8,red,,None,I,Noble,1,1,,,,,246,69,0.2,-49,32,37,11,-213,162,0,-940,964
,,,,,,,,II,,3,3,,,,,187,61,,21,,33,10,-230,191,,,1911
,,,,,,,,III,Gas Giant,8,,8,,,,0,0,2.0,4,20,504,100,-235,144,65535,-1,2412
,,,,,,,,III-a,Noble,3,,1,,,,243,75,0.2,17,34,25,8,,264,0,-940,
,,,,,,,,IV,Cimmerian,,,,,,,103,103,0.9,-7,147,30,44,-239,255,,,3044
,,,,,,,,V,Magma,8,8,,,,,12,4,2.3,-13,152,76,115,-242,168,,,3546
,,,,,,,,VI,Gas Giant,,3,8,,,,0,0,3.0,8,21,1023,214,-244,144,65535,-1,4208
,,,,,,,,VI-a,Azure,6,6,2,,,24,168,56,0.4,33,62,37,22,,286,15,260,
,,,,,,,,VI-b,Ultramarine,4,3,3,,,0,348,83,0.2,-30,32,27,8,,250,105,210,
,,,,,,,,VI-c,Metal,5,4,,,5,70,1161,291,0.7,-6,143,25,35,,295,91,360,
,,,,,,,,VI-d,Azure,,5,2,,1,0,6,2,0.4,22,62,35,21,,212,14,160,
,,,,,,,,VII,Gas Giant,8,1,8,,,,0,0,3.0,21,21,772,162,-249,86,65535,-1,5720
,,,,,,,,VII-a,Pellucid,2,2,1,,,,150,6,0.4,-12,63,30,18,,203,0,-940,
,,,,,,,,VII-b,Azure,4,4,,,,,93,31,0.3,9,62,29,17,,233,15,260,
,,,,,,,,VII-c,Pellucid,1,1,,,,,75,3,0.4,-7,,36,22,,172,0,-940,
,,,,,,,,VIII,Hydrocarbon,4,4,,,,,107,103,2.1,7,102,103,105,-251,275,,,6921
Crucis,Delta,543.7,591.6,579.0,yellow,,Ur-Quan,I,Gas Giant,8,2,8,,,,0,0,2.4,17,20,601,120,-199,143,65535,-1,5721
,,,,,,,,I-a,Green,6,6,2,,,24,565,113,0.8,33,104,37,38,,286,112,210,
,,,,,,,,I-b,Acid,3,3,1,,,0,128,128,0.6,-13,100,28,28,,263,0,-940,
,,,,,,,,I-c,,2,2,,,,,173,173,0.5,6,102,27,27,,205,,,
,,,,,,,,I-d,Super-Dense,7,7,2,,4,82,141,47,1.3,5,193,33,63,,281,82,360,
,,,,,,,,II,Gas Giant,8,2,8,,1,0,0,0,3.0,26,21,1183,248,-207,105,65535,-1,7305
,,,,,,,,II-a,Pellucid,1,1,1,,,,,,0.3,-20,59,26,15,,29292,0,-940,
Orionis,,171.4,592.6,447.6,,,Umgah,I,Xenolithic,2,2,2,,,9,402,110,2.1,7,103,100,103,-114,298,11,360,1248
,,,,,,,,II,Iodine,5,4,,,5,61,109,42,0.9,-16,58,80,46,-138,226,13,,1746
,,,,,,,,II-a,Acid,3,3,1,,1,0,186,186,0.6,9,100,29,29,,233,0,-740,
,,,,,,,,III,Chondrite,6,6,,,,,104,104,0.7,-9,,34,34,-155,227,,-940,2271
,,,,,,,,IV,Gas Giant,8,2,8,,,,0,0,1.6,-24,21,375,78,-181,98,65535,-1,3759
,,,,,,,,IV-a,Cimmerian,5,5,1,,,,101,101,0.8,-9,148,28,41,,223,0,-940,
,,,,,,,,IV-b,Acid,4,4,,,,,150,150,0.7,-3,104,35,36,,299,,,
,,,,,,,,V,Ultramarine,3,1,3,,,1,123,41,0.2,-10,32,30,9,-187,228,101,210,4296
,,,,,,,,VI,Treasure,2,2,1,,,0,1590,265,1.2,12,209,29,60,-198,164,0,-940,5596
Crateris,,620.0,593.5,631.6,,,Kohr-Ah,I,Cyanic,4,3,3,,,36,110,110,0.2,4,34,31,10,35,209,14,760,403
,,,,,,,,II,Organic,6,6,1,,,0,155,155,1.9,-10,98,99,97,-127,295,0,-740,1485
,,,,,,,,III,Chondrite,7,7,,,,,79,79,0.5,17,96,25,24,-163,199,,-940,2602
,,,,,,,,IV,Telluric,4,3,3,,,,0,0,1.8,-6,102,87,88,-180,235,83,360,3642
,,,,,,,,IV-a,Metal,,,,,2,66,1288,288,0.9,3,155,29,44,,248,92,,
,,,,,,,,V,Magma,7,7,1,,1,0,39,13,3.0,-14,149,111,165,-186,158,0,-940,4183
,,,,,,,,VI,Gas Giant,8,1,8,,,,0,0,,12,20,1224,244,-195,94,65535,-1,5203
,,,,,,,,VI-a,Chondrite,6,6,1,,,,104,104,0.6,-24,97,29,28,,56177,0,-940,
,,,,,,,,VI-b,Treasure,3,3,,,,,522,87,1.2,-26,195,32,62,,234,,,
,,,,,,,,VII,Chlorine,6,6,,,,,258,173,1.5,6,97,78,75,-204,202,,,6669
,,,,,,,,VIII,Crimson,2,1,2,,,,118,41,0.7,-10,,37,35,-207,223,76,360,7290
,,,,,,,,IX,Telluric,7,2,,,7,70,201,60,1.5,-3,,78,75,-210,274,92,,7923
,,,,,,,,IX-a,Treasure,3,3,1,,1,0,804,134,,33,209,37,77,,286,0,-940,
,,,,,,,,IX-b,Cimmerian,,,,,,,48,48,1.0,20,152,33,50,,55967,,,
,Eta,642.9,595.8,649.5,red,,,I,Magnetic,8,8,,,,,459,109,3.0,11,150,100,150,-244,297,,,4164
,,,,,,,,II,Gas Giant,,3,8,,,,0,0,,-8,20,1369,273,-252,147,65535,-1,7458
,,,,,,,,II-a,Dust,2,2,1,,,,111,37,0.4,25,62,36,22,,150,12,160,
,,,,,,,,II-b,Urea,6,6,2,,,6,7,7,0.3,8,61,25,15,,178,101,210,
,,,,,,,,II-c,Purple,2,2,1,,,0,21,,0.4,1,58,34,19,,247,0,-940,
Lentilis,Delta,472.9,,540.2,orange,,Ur-Quan,I,Gas Giant,8,1,8,,,,0,0,1.7,-36,21,399,83,-212,97,65535,-1,3717
,,,,,,,,I-a,Noble,2,2,1,,,,194,68,0.2,-4,33,33,10,,12076,0,-940,
,,,,,,,,I-b,Pellucid,3,3,,,,,150,6,0.3,-18,58,30,17,,245,,,
,,,,,,,,I-c,Ultramarine,4,,3,,,,245,61,0.2,16,34,35,11,,191,78,360,
,,,,,,,,II,Alkali,5,2,2,,5,55,168,56,0.5,20,101,27,27,-216,216,14,160,4267
,,,,,,,,III,Green,,5,,,1,0,250,50,0.6,28,97,30,29,-227,218,94,360,6541
,,,,,,,,IV,Dust,3,3,1,,,,21,7,0.4,10,60,36,21,-230,286,13,160,7661
Orionis,Beta,197.8,596.8,452.3,green,,Umgah,I,Telluric,5,4,5,2,5,39,159,32,2.0,-18,96,107,102,72,192,239,560,1044
,,,,,,,,II,Gas Giant,8,1,8,1,1,0,0,0,3.0,2,21,947,198,-103,98,65535,-1,1949
,,,,,,,,II-a,Super-Dense,7,7,3,,,,39,13,1.4,-10,196,36,70,,297,77,560,
,,,,,,,,II-b,Lanthanide,6,6,1,,,,1015,203,1.0,34,145,,52,,158,0,-740,
,,,,,,,,II-c,Ultramarine,3,1,3,,,,257,57,0.2,-20,33,26,8,,29292,109,410,
,,,,,,,,III,Gas Giant,8,,8,,,,0,0,3.0,-37,21,857,179,-136,108,65535,-1,3004
,,,,,,,,III-a,Radioactive,3,3,1,,,,728,91,1.4,8,206,35,72,,178,0,-740,
,,,,,,,,III-b,,1,1,,,,,600,75,,-28,,,,,264,,,
,,,,,,,,III-c,Chondrite,8,8,,,,,19,19,0.5,4,104,26,27,,171,,,
,,,,,,,,III-d,Alkali,2,2,2,,,,135,45,0.6,-12,98,31,30,,298,13,360,
,,,,,,,,IV,Gas Giant,8,1,8,,,,0,0,3.0,3,20,1149,229,-158,87,65535,-1,4263
,,,,,,,,IV-a,Chondrite,5,5,1,,,,117,117,0.5,-8,97,25,24,,224,0,-940,
,,,,,,,,IV-b,Copper,2,2,2,,2,28,261,87,0.9,9,152,30,45,,227,15,260,
,,,,,,,,IV-c,Opalescent,,,1,,1,0,280,100,0.4,15,62,33,20,,231,0,-940,
,,,,,,,,IV-d,Quasi-Degenerate,4,4,,,,,0,0,0.9,-8,147,32,47,,274,,,
,,,,,,,,V,Alkali,,,2,,,,114,38,0.6,8,97,31,30,-168,178,14,160,5105
Circini,Alpha,039.5,597.9,472.7,,giant,None,I,Gas Giant,10,2,8,8,,,0,0,2.1,-10,21,500,105,1593,101,65535,-1,1758
,,,,,,,,I-a,Carbide,8,4,3,,,,62,62,0.6,5,105,31,32,899,212,97,-140,
,,,,,,,,I-b,Azure,,6,5,,,,282,94,0.3,-14,58,27,15,1129,202,220,-290,
,,,,,,,,I-c,Radioactive,,3,3,,,,1080,135,1.2,-26,195,32,62,903,234,99,-140,
,,,,,,,,II,Gas Giant,10,1,8,,,,0,0,1.5,28,20,387,77,1466,134,65535,-1,2711
,,,,,,,,II-a,Azure,8,3,5,,,,78,26,0.3,,61,26,15,968,245,231,-290,
,,,,,,,,II-b,Opalescent,7,4,1,6,7,62,426,164,0.4,9,59,34,20,449,188,0,-1040,
,,,,,,,,II-c,Cyanic,,3,3,7,1,0,90,90,0.2,-14,32,27,8,704,202,90,-140,
,,,,,,,,II-d,Copper,8,1,5,8,,,261,87,1.0,-18,157,32,50,907,284,238,-290,
,,,,,,,,III,Acid,7,2,3,7,,,209,209,0.6,-9,105,28,29,664,283,98,-140,3311
,,,,,,,,IV,Gas Giant,10,3,8,8,,,0,0,3.0,-25,21,1468,308,1385,134,65535,-1,3860
,,,,,,,,IV-a,Cyanic,7,1,3,7,,,56,56,0.2,-19,32,28,8,584,173,87,-140,
,,,,,,,,IV-b,Carbide,,3,,,,,97,97,0.6,9,105,30,31,592,227,104,-290,
,,,,,,,,IV-c,Selenic,,1,,,,,213,71,0.4,-2,62,33,20,586,151,78,-140,
,,,,,,,,IV-d,Lanthanide,8,7,,,,,1140,228,1.0,-3,146,35,51,562,266,100,-290,
,,,,,,,,V,Telluric,9,3,7,8,5,60,543,123,1.6,6,101,80,80,1281,184,2891,-540,5019
,,,,,,,,VI,Gas Giant,10,1,8,,1,0,0,0,3.0,14,20,836,167,1330,89,65535,-1,6302
,,,,,,,,VI-a,Green,9,6,6,,,,325,65,0.5,-12,104,25,26,1059,161,2843,-540,
,,,,,,,,VI-b,Ultramarine,8,2,,,,,380,90,0.2,-1,32,35,11,1021,221,3142,,
,,,,,,,,VI-c,Green,,4,,,,,695,139,0.7,-9,103,36,37,1316,177,3182,,
,,,,,,,,VII,Gas Giant,10,3,8,,,,0,0,3.0,-14,20,947,189,1330,86,65535,-1,7237
,,,,,,,,VIII,Acid,6,2,2,6,,,116,116,0.7,-44,98,36,35,399,200,91,260,7866
,Epsilon,056.3,598.0,468.3,orange,dwarf,,I,Ultramarine,5,3,4,1,5,35,190,42,0.2,18,32,37,11,-97,35279,94,560,459
,,,,,,,,II,Maroon,2,2,2,,1,0,292,102,1.3,11,61,111,67,-165,276,13,160,1200
,,,,,,,,III,Selenic,,,1,,,,168,56,0.4,10,60,32,19,-195,163,0,-940,2290
,,,,,,,,IV,Iodine,6,6,2,,,,102,51,1.1,-6,62,90,55,-207,171,14,160,3193
,,,,,,,,V,Acid,2,2,1,,,,136,136,0.6,30,96,33,31,-217,159,0,-940,4479
,,,,,,,,VI,Selenic,3,3,,,,,186,62,0.3,12,63,28,17,-225,53286,,,6024
,,,,,,,,VII,Chlorine,5,5,,,,,220,131,1.9,1,101,95,95,-228,169,,,6748
,,,,,,,,VIII,Vinylogous,,,,,,,90,50,2.0,14,99,99,98,-230,179,,,7446
,,,,,,,,VIII-a,Alkali,4,4,,,,,159,53,0.6,-16,102,31,31,,270,10,160,
,Zeta,045.6,598.9,472.0,,,,I,Selenic,5,3,,,5,55,99,33,0.4,-15,58,36,20,-76,232,0,-740,369
,,,,,,,,II,Super-Dense,,5,3,,1,0,225,75,1.5,-19,202,37,74,-175,268,91,360,1454
,,,,,,,,III,Gas Giant,8,2,8,,,,0,0,1.6,16,20,406,81,-196,89,65535,-1,2348
,,,,,,,,III-a,Ultramarine,3,1,3,,,7,365,81,0.2,-11,33,32,10,,170,93,360,
,,,,,,,,IV,Radioactive,1,,1,,,0,1376,172,1.2,-14,203,30,60,-211,205,0,-940,3702
,,,,,,,,V,Green,5,5,3,,,,0,0,0.5,-1,104,25,26,-221,297,77,360,5090
,,,,,,,,VI,Selenic,3,3,1,,,,153,51,0.4,-4,61,34,20,-223,27962,0,-940,5570
,,,,,,,,VII,Gas Giant,8,1,8,,,,0,0,3.0,24,21,1132,237,-227,126,65535,-1,6572
,,,,,,,,VII-a,Ultramarine,3,3,2,,,24,412,106,0.2,33,33,37,12,,286,112,210,
,,,,,,,,VII-b,,2,1,,,,0,168,42,,-4,34,34,11,,224,79,360,
,,,,,,,,VII-c,Chondrite,6,6,1,,,,86,86,0.6,-33,105,30,31,,37866,0,-940,
,,,,,,,,VII-d,Alkali,4,4,,,,,171,57,0.7,20,98,36,35,,284,15,260,
,,,,,,,,VIII,Vinylogous,,,,,,,74,28,1.8,2,104,88,91,-230,230,0,-940,7353
,,,,,,,,IX,Gas Giant,8,2,8,,,,0,0,3.0,9,20,1054,210,-231,151,65535,-1,7688
Lentilis,Alpha,462.5,600.0,538.1,blue,,Ur-Quan,I,Oolite,4,,3,,4,24,972,179,1.0,12,155,34,52,-74,166,88,560,2236
,,,,,,,,II,Urea,7,7,,,2,33,10,10,0.3,11,63,28,17,-123,290,101,410,3926
Crateris,Gamma,616.6,,633.9,white,,Kohr-Ah,I,Redux,6,3,4,6,1,0,218,109,2.1,-24,100,105,105,507,206,103,-290,444
,,,,,,,,I-a,Auric,8,2,6,8,,,756,126,0.9,-12,157,30,47,811,203,300,,
,,,,,,,,I-b,Selenic,6,1,4,6,,,156,52,0.4,25,60,33,19,549,55025,82,-140,
,,,,,,,,II,Metal,7,3,7,3,3,30,753,186,0.7,-15,143,26,37,140,186,2795,310,1453
,,,,,,,,III,Gas Giant,8,,8,1,1,0,0,0,3.0,-16,21,1123,235,-63,115,65535,-1,2878
,,,,,,,,IV,Yttric,4,4,2,,,,273,59,1.1,-40,155,35,54,-85,205,14,360,3573
,,,,,,,,V,Gas Giant,8,2,8,,,,0,0,3.0,16,21,955,200,-99,84,65535,-1,4162
,,,,,,,,V-a,Treasure,1,1,1,,,,1278,213,1.4,13,204,34,69,,163,0,-740,
,,,,,,,,V-b,Acid,4,4,,,,,240,240,0.6,-17,101,30,30,,266,,,
,,,,,,,,VI,Xenolithic,,,2,,,,114,33,1.8,1,97,95,92,-113,242,14,360,4955
,,,,,,,,VI-a,Halide,1,1,1,,,,158,40,0.3,28,61,26,15,,245,0,-740,
,,,,,,,,VII,Acid,3,3,,,,,195,195,0.6,-13,105,28,29,-127,222,,,5977
,,,,,,,,VIII,Selenic,,,,,,,54,18,0.4,-27,61,37,22,-139,159,,,7010
,,,,,,,,IX,Xenolithic,4,4,,,,,114,38,1.7,9,102,84,85,-145,153,10,360,7772
,Zeta,649.6,603.2,659.5,orange,,,I,Gas Giant,8,3,8,,,,0,0,3.0,-47,20,857,171,-221,91,65535,-1,5184
,,,,,,,,I-a,Cimmerian,4,4,1,,,,74,74,0.8,-20,145,28,40,,187,0,-940,
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,2.9,-1,20,720,144,-228,159,65535,-1,6896
,,,,,,,,II-a,Alkali,2,2,1,,,,93,31,0.7,12,105,32,33,,191,15,260,
,,,,,,,,II-b,Crimson,,,2,,,,236,82,,-29,,33,34,,203,106,210,
Orionis,Mu,222.8,603.8,461.2,blue,,Umgah,I,Magnetic,8,8,1,,,,343,107,2.6,1,150,86,129,44,197,0,-340,887
,,,,,,,,II,Treasure,2,1,2,,,,1242,207,1.3,-18,201,33,66,-10,152,14,560,1601
,,,,,,,,III,Gas Giant,8,2,8,,,,0,0,3.0,-24,21,740,155,-164,82,65535,-1,7391
,,,,,,,,III-a,Halide,1,1,1,,,,424,83,0.3,-26,62,29,17,,152,0,-940,
,,,,,,,,III-b,,2,2,,,,,322,107,0.4,15,,32,19,,256,,,
,,,,,,,,III-c,Ultramarine,3,3,2,,,,284,75,0.2,-10,33,35,11,,232,78,360,
Lentilis,Gamma,458.3,604.1,539.3,orange,,Ur-Quan,I,Gas Giant,8,2,8,,,,0,0,1.7,-34,21,408,85,-138,116,65535,-1,783
,,,,,,,,II,Super-Dense,7,7,3,,,,36,12,1.5,-13,204,36,73,-181,296,81,360,1660
,,,,,,,,III,Acid,3,3,1,,,,180,180,0.5,2,96,25,24,-198,292,0,-940,2484
,,,,,,,,IV,Gas Giant,8,,8,,,,0,0,2.5,7,20,638,127,-211,152,65535,-1,3576
,,,,,,,,IV-a,Cimmerian,2,2,1,,,,41,41,0.9,-12,154,29,44,,18895,0,-940,
,,,,,,,,IV-b,Super-Dense,5,5,3,,5,16,132,44,1.1,-5,206,26,53,,154,77,360,
,,,,,,,,IV-c,Pellucid,3,3,1,,1,0,0,0,0.4,8,62,33,20,,191,0,-940,
,,,,,,,,V,Purple,,,,,,,75,25,0.3,-28,60,29,17,-220,263,,,4873
,,,,,,,,VI,Gas Giant,8,1,8,,,,0,0,2.6,-16,20,647,129,-224,128,65535,-1,5833
,,,,,,,,VI-a,Infrared,4,4,2,,,10,129,43,0.7,11,105,32,33,,216,77,360,
,,,,,,,,VI-b,Halide,2,2,1,,,0,294,111,0.4,-4,59,36,21,,240,0,-940,
,,,,,,,,VII,Pellucid,3,3,,,,,0,0,,17,62,33,20,-230,213,,,7601
Orionis,Zeta,155.8,605.8,461.2,yellow,,Umgah,I,Infrared,8,2,8,3,,,,,0.6,-24,105,29,30,102,275,2655,310,467
,,,,,,,,II,Gas Giant,,3,,1,,,,,3.0,4,21,1377,289,-125,157,65535,-1,1459
,,,,,,,,II-a,Acid,2,2,1,,,,169,169,0.5,-19,105,25,26,,179,0,-740,
,,,,,,,,II-b,Halide,1,1,,,,,462,162,0.4,-18,62,32,19,,212,,,
,,,,,,,,III,Infrared,4,3,3,,,,0,0,0.6,-14,101,29,29,-167,228,87,360,2802
,,,,,,,,IV,Maroon,5,,2,,5,96,366,158,1.0,18,58,89,51,-175,38718,11,160,3256
,,,,,,,,V,Super-Dense,6,6,,,2,161,201,67,1.1,,202,27,54,-205,220,94,360,6763
,,,,,,,,VI,Green,4,4,,,1,0,310,62,0.6,-6,102,28,28,-209,232,77,,7626
